회사명,직무,상황,지역,작성일,총점,승진 기회 및 가능성,복지 및 급여,업무와 삶의 균형,사내문화,경영진,총평,장점,단점,바라는점
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
신성델타테크(주),생산관리/품질관리,"
          전직원
      ",경남,2023. 09,40%,40%,40%,40%,40%,40%,"
BEST
      ""가면 많이 배울 수 있음 하지만 힘듬""
    ","일은 다양하게 경험할 수 있음 부서마다 워라벨 차이 많이 남, 월급 못받을일은 없음","일터지면 다같이 현장가서 지원해야함, 임원, 주요직위자 인사이동 많이되서 적응하기 바쁨",눈치안보고 일끝나면 퇴근할 수 있는 문화만들어 주시길
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 08,60%,60%,60%,60%,60%,60%,"
BEST
      ""다닌지 오래됐지만 중소기업중에서 큰 회사라 규모자체는 큼""
    ",구내식당에서 밥 무난하게 나오고 직원들이 대체로 젊어서 재밌게 다닐수 있음,어느회사나 다 비슷하지만 일의 강도가 쎄서 좀 힘들었음 적응만되면 괜찮음,요즘 2차전지 바람이 불어서 회사가 꽤 커진거같은데 직월들 많이 챙겨주고 승승장구했으면 좋겠습니다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,60%,60%,60%,60%,60%,60%,"
BEST
      ""제조를 해보며 많은 인내심을 배움..""
    ",급여가 잘 나옴밥 잘나옴업무강도가 있어 배울게 많음,사람이(기업 문화?) 제일 힘듬업무강도가 있어 몸이 지침,경영진과 엮일일이 없어서 딱히 생각없음
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 11,20%,20%,80%,20%,40%,20%,"
BEST
      ""옛날기업이며 의사와 상관없이 잔업이 있으면 무조건 시키는회사이다""
    ",잔업이 많은만큼 돈은 많이 준다 그게 장점이다 하지만 결국에는 몸이 힘들다,회사가 발전을 안하고 일하다가 문제가 발생하면 수습하는데도 오래 걸린다,직원들을 조금 더 신경써주면서 사람을 사람답게 해줬으면 좋갰다
신성델타테크(주),생산/제조,"
          전직원
      ",경남,2023. 09,60%,60%,80%,40%,40%,60%,"
BEST
      ""좋은곳도 아닌 안좋은곳도 아닌 평범하게 다닐만한 곳이다.""
    ",중견이다 보니 중소기업보다는 시작 연봉이 높은 편이다.,일을 너무 많이 한다. 생산직이라서 그럴 수도 있지만 일이 어려운건 아니고 오래해서 힘들다,작업 환경 개선 좀 해주세요 점심 좀 맛있게 나오게 해주세요
